Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,season_end_year,season
167.0,D.J. Augustin,27.0,DET,PG,54.0,13.0,23.8,3.5,8.5,0.41,0.9,2.8,0.327,2.6,5.8,0.45,0.463,2.7,3.1,0.87,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,10.6,,2015,2014-15
167.0,D.J. Augustin,27.0,OKC,PG,28.0,1.0,24.2,2.5,6.6,0.371,1.2,3.4,0.354,1.3,3.2,0.389,0.462,1.1,1.3,0.861,0.3,1.9,2.2,3.1,0.6,0.0,1.3,1.1,7.3,,2015,2014-15
168.0,Evan Turner,26.0,BOS,SG,82.0,57.0,27.6,3.9,9.1,0.429,0.4,1.5,0.277,3.5,7.6,0.458,0.451,1.3,1.7,0.752,0.5,4.6,5.1,5.5,1.0,0.2,2.4,2.2,9.5,,2015,2014-15
169.0,Greivis Vásquez,28.0,TOR,PG,82.0,29.0,24.3,3.6,8.8,0.408,1.6,4.3,0.379,2.0,4.6,0.436,0.5,0.6,0.8,0.758,0.3,2.4,2.6,3.7,0.6,0.1,1.5,2.2,9.5,,2015,2014-15
170.0,Nicolas Batum,26.0,POR,SF,71.0,71.0,33.5,3.4,8.5,0.4,1.4,4.4,0.324,2.0,4.1,0.481,0.483,1.2,1.4,0.857,0.9,5.0,5.9,4.8,1.1,0.6,1.9,1.5,9.4,,2015,2014-15
171.0,Mike Dunleavy,34.0,CHI,SF,63.0,63.0,29.2,3.3,7.6,0.435,1.7,4.2,0.407,1.6,3.5,0.468,0.546,1.1,1.4,0.805,0.4,3.5,3.9,1.8,0.6,0.3,1.0,2.0,9.4,,2015,2014-15
172.0,Luis Scola,34.0,IND,PF,81.0,16.0,20.5,3.7,7.9,0.467,0.1,0.2,0.25,3.6,7.7,0.474,0.471,2.0,2.8,0.699,1.7,4.8,6.5,1.3,0.6,0.2,1.2,2.4,9.4,,2015,2014-15
173.0,Amir Johnson,27.0,TOR,PF,75.0,72.0,26.4,4.0,6.9,0.574,0.3,0.6,0.413,3.7,6.3,0.59,0.592,1.1,1.7,0.612,2.1,4.0,6.1,1.6,0.6,0.8,1.5,3.0,9.3,,2015,2014-15
174.0,Isaiah Canaan,23.0,2TM,PG,47.0,21.0,20.0,3.1,8.0,0.386,1.9,5.2,0.37,1.2,2.8,0.417,0.507,1.0,1.3,0.817,0.4,1.5,1.9,2.1,0.6,0.1,1.3,1.8,9.2,,2015,2014-15
174.0,Isaiah Canaan,23.0,HOU,PG,25.0,9.0,14.8,2.1,5.2,0.405,1.3,3.4,0.381,0.8,1.9,0.447,0.527,0.6,0.8,0.762,0.4,0.9,1.3,1.2,0.6,0.0,0.9,1.1,6.2,,2015,2014-15
174.0,Isaiah Canaan,23.0,PHI,PG,22.0,12.0,25.9,4.2,11.2,0.377,2.7,7.4,0.364,1.5,3.9,0.4,0.496,1.5,1.8,0.846,0.3,2.1,2.5,3.1,0.7,0.1,1.8,2.5,12.6,,2015,2014-15
175.0,Marco Belinelli,28.0,SAS,SG,62.0,9.0,22.4,3.2,7.6,0.423,1.4,3.7,0.374,1.8,3.9,0.471,0.515,1.4,1.6,0.848,0.4,2.1,2.5,1.5,0.5,0.0,1.0,1.4,9.2,,2015,2014-15
176.0,José Calderón,33.0,NYK,PG,42.0,42.0,30.2,3.5,8.4,0.415,1.4,3.4,0.415,2.1,5.0,0.415,0.499,0.7,0.8,0.906,0.5,2.5,3.0,4.7,0.7,0.0,1.8,1.8,9.1,,2015,2014-15
177.0,Jason Richardson,34.0,PHI,SG,19.0,15.0,21.9,3.3,9.4,0.348,1.6,5.1,0.323,1.6,4.3,0.378,0.435,0.9,1.2,0.773,0.7,2.8,3.5,2.0,0.7,0.2,0.8,1.5,9.1,,2015,2014-15
178.0,P.J. Tucker,29.0,PHO,SF,78.0,63.0,30.6,3.3,7.6,0.438,1.1,3.2,0.345,2.2,4.4,0.506,0.511,1.3,1.8,0.727,1.5,5.0,6.4,1.6,1.4,0.3,1.2,2.3,9.1,,2015,2014-15
179.0,Bojan Bogdanović,25.0,BRK,SF,78.0,28.0,23.8,3.3,7.4,0.453,1.2,3.3,0.355,2.2,4.1,0.531,0.532,1.1,1.4,0.821,0.6,2.1,2.7,0.9,0.4,0.1,1.0,1.3,9.0,,2015,2014-15
180.0,Rajon Rondo,28.0,2TM,PG,68.0,68.0,29.7,4.0,9.5,0.426,0.4,1.3,0.314,3.6,8.2,0.444,0.447,0.5,1.1,0.397,1.1,4.4,5.5,7.9,1.3,0.1,3.1,2.3,8.9,,2015,2014-15
180.0,Rajon Rondo,28.0,BOS,PG,22.0,22.0,31.8,3.7,9.1,0.405,0.4,1.5,0.25,3.3,7.6,0.435,0.425,0.5,1.6,0.333,1.1,6.4,7.5,10.8,1.7,0.1,3.4,1.9,8.3,,2015,2014-15
180.0,Rajon Rondo,28.0,DAL,PG,46.0,46.0,28.7,4.2,9.7,0.436,0.4,1.2,0.352,3.8,8.5,0.448,0.457,0.4,0.9,0.452,1.0,3.5,4.5,6.5,1.2,0.1,2.9,2.4,9.3,,2015,2014-15
181.0,Omri Casspi,26.0,SAC,SF,67.0,19.0,21.1,3.1,6.4,0.489,0.5,1.3,0.402,2.6,5.1,0.512,0.53,2.1,2.9,0.733,0.8,3.1,3.9,1.5,0.5,0.1,1.3,1.6,8.9,,2015,2014-15
182.0,Solomon Hill,23.0,IND,SF,82.0,78.0,29.0,3.1,7.7,0.396,0.8,2.5,0.327,2.2,5.2,0.43,0.45,1.9,2.4,0.824,0.9,3.0,3.8,2.2,0.8,0.2,1.4,2.2,8.9,,2015,2014-15
183.0,Elfrid Payton,20.0,ORL,PG,82.0,63.0,30.4,3.7,8.6,0.425,0.1,0.5,0.262,3.5,8.1,0.435,0.433,1.4,2.6,0.551,1.3,3.0,4.3,6.5,1.7,0.2,2.5,2.4,8.9,ROY-4,2015,2014-15
184.0,Michael Beasley,26.0,MIA,PF,24.0,1.0,21.0,3.8,8.8,0.434,0.3,1.4,0.235,3.5,7.4,0.472,0.453,0.8,1.1,0.769,0.5,3.2,3.7,1.3,0.6,0.5,1.5,2.8,8.8,,2015,2014-15
185.0,Paul George,24.0,IND,SF,6.0,0.0,15.2,3.0,8.2,0.367,1.5,3.7,0.409,1.5,4.5,0.333,0.459,1.3,1.8,0.727,0.7,3.0,3.7,1.0,0.8,0.2,2.0,1.8,8.8,,2015,2014-15
186.0,Devin Harris,31.0,DAL,PG,76.0,3.0,22.2,2.9,6.9,0.418,1.3,3.5,0.357,1.6,3.4,0.481,0.509,1.7,2.1,0.815,0.2,1.6,1.8,3.1,1.0,0.2,1.1,1.9,8.8,,2015,2014-15
187.0,Hollis Thompson,23.0,PHI,SG,71.0,23.0,25.0,3.2,7.6,0.413,1.6,4.0,0.401,1.5,3.6,0.426,0.518,0.9,1.3,0.708,0.7,2.0,2.8,1.2,0.8,0.4,0.9,2.0,8.8,,2015,2014-15
188.0,Dwight Buycks,25.0,LAL,PG,6.0,0.0,20.5,3.0,6.7,0.45,1.2,1.8,0.636,1.8,4.8,0.379,0.538,1.5,1.7,0.9,0.3,1.7,2.0,2.3,0.5,0.0,2.0,0.5,8.7,,2015,2014-15
189.0,Boris Diaw,32.0,SAS,PF,81.0,15.0,24.5,3.6,7.8,0.46,0.7,2.1,0.32,2.9,5.7,0.512,0.503,0.9,1.1,0.774,1.0,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,,2015,2014-15
190.0,Randy Foye,31.0,DEN,SG,50.0,21.0,21.7,3.0,8.0,0.368,1.9,5.3,0.357,1.1,2.8,0.388,0.485,0.9,1.1,0.818,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7,,2015,2014-15
191.0,Rodney Hood,22.0,UTA,SG,50.0,21.0,21.3,3.1,7.5,0.414,1.2,3.4,0.365,1.9,4.1,0.456,0.497,1.2,1.6,0.763,0.2,2.2,2.3,1.7,0.6,0.2,0.9,2.4,8.7,,2015,2014-15
192.0,Mason Plumlee,24.0,BRK,C,82.0,45.0,21.3,3.4,6.0,0.573,0.0,0.0,0.0,3.4,5.9,0.576,0.573,1.9,3.9,0.495,2.1,4.1,6.2,0.9,0.8,0.8,1.3,2.5,8.7,,2015,2014-15
193.0,Tony Allen,33.0,MEM,SG,63.0,41.0,26.2,3.6,7.2,0.495,0.2,0.5,0.345,3.4,6.8,0.505,0.505,1.3,2.0,0.627,1.6,2.8,4.4,1.4,2.0,0.5,1.4,2.6,8.6,"DPOY-7,DEF1",2015,2014-15
194.0,Chris Kaman,32.0,POR,C,74.0,13.0,18.9,3.8,7.4,0.515,0.0,0.0,,3.8,7.4,0.515,0.515,1.0,1.4,0.706,2.0,4.5,6.5,0.9,0.2,0.7,1.5,1.9,8.6,6MOY-11,2015,2014-15
195.0,Mirza Teletović,29.0,BRK,PF,40.0,4.0,22.3,3.1,8.0,0.382,1.6,4.8,0.321,1.5,3.2,0.476,0.48,0.8,1.2,0.717,0.7,4.2,4.9,1.2,0.4,0.4,1.3,1.9,8.5,,2015,2014-15
196.0,Tristan Thompson,23.0,CLE,PF,82.0,15.0,26.8,3.3,6.0,0.547,0.0,0.0,,3.3,6.0,0.547,0.547,1.9,3.0,0.641,3.3,4.7,8.0,0.5,0.4,0.7,1.0,2.3,8.5,6MOY-5,2015,2014-15
197.0,Rudy Gobert,22.0,UTA,C,82.0,37.0,26.3,3.1,5.2,0.604,0.0,0.0,0.0,3.1,5.2,0.607,0.604,2.1,3.3,0.623,3.2,6.2,9.5,1.3,0.8,2.3,1.4,2.1,8.4,DPOY-5,2015,2014-15
198.0,Sebastian Telfair,29.0,OKC,PG,16.0,1.0,20.4,2.9,7.8,0.368,1.1,3.8,0.3,1.8,4.1,0.431,0.44,1.5,2.1,0.706,0.1,1.8,1.9,2.8,0.6,0.0,1.1,1.8,8.4,,2015,2014-15
199.0,Jameer Nelson,32.0,3TM,PG,63.0,29.0,22.3,3.3,8.0,0.407,1.4,4.1,0.345,1.8,3.9,0.472,0.495,0.4,0.6,0.667,0.5,1.8,2.3,4.0,0.7,0.1,1.7,2.2,8.3,,2015,2014-15
199.0,Jameer Nelson,32.0,DAL,PG,23.0,23.0,25.4,2.7,7.1,0.374,1.7,4.5,0.369,1.0,2.6,0.383,0.491,0.3,0.3,0.875,0.6,2.1,2.7,4.1,0.7,0.1,1.7,2.3,7.3,,2015,2014-15
199.0,Jameer Nelson,32.0,BOS,PG,6.0,1.0,20.2,1.5,6.8,0.22,0.8,4.2,0.2,0.7,2.7,0.25,0.28,1.0,1.5,0.667,0.5,2.3,2.8,5.5,1.2,0.0,1.5,2.2,4.8,,2015,2014-15
199.0,Jameer Nelson,32.0,DEN,PG,34.0,5.0,20.6,4.0,8.8,0.45,1.4,3.8,0.354,2.6,5.0,0.524,0.527,0.3,0.6,0.579,0.5,1.5,1.9,3.7,0.7,0.1,1.8,2.1,9.6,,2015,2014-15
200.0,Ed Davis,25.0,LAL,PF,79.0,24.0,23.3,3.6,5.9,0.601,0.0,0.0,,3.6,5.9,0.601,0.601,1.2,2.4,0.487,2.9,4.7,7.6,1.2,0.6,1.2,0.7,2.6,8.3,,2015,2014-15
201.0,Zaza Pachulia,30.0,MIL,C,73.0,45.0,23.7,3.3,7.2,0.454,0.0,0.0,0.0,3.3,7.2,0.456,0.454,1.7,2.2,0.788,2.7,4.2,6.8,2.4,1.1,0.3,1.8,2.3,8.3,,2015,2014-15
202.0,Derrick Williams,23.0,SAC,PF,74.0,6.0,19.8,2.9,6.6,0.447,0.7,2.1,0.314,2.3,4.4,0.511,0.498,1.8,2.6,0.684,0.6,2.2,2.7,0.7,0.5,0.1,0.8,0.9,8.3,,2015,2014-15
203.0,Tiago Splitter,30.0,SAS,C,52.0,35.0,19.8,3.3,5.8,0.558,0.0,0.0,,3.3,5.8,0.558,0.558,1.7,2.3,0.75,1.8,3.1,4.8,1.5,0.7,0.7,1.2,2.0,8.2,,2015,2014-15
204.0,Lance Stephenson,24.0,CHO,SG,61.0,25.0,25.8,3.4,9.0,0.376,0.3,1.7,0.171,3.1,7.3,0.425,0.393,1.1,1.8,0.627,0.6,3.9,4.5,3.9,0.6,0.1,2.1,2.2,8.2,,2015,2014-15
205.0,Iman Shumpert,24.0,2TM,SG,62.0,25.0,24.9,3.1,7.6,0.41,1.1,3.2,0.342,2.0,4.4,0.458,0.481,0.7,1.0,0.672,0.9,2.7,3.6,2.2,1.3,0.3,1.5,2.2,8.0,,2015,2014-15
205.0,Iman Shumpert,24.0,NYK,SG,24.0,24.0,26.0,3.7,9.0,0.409,1.0,2.8,0.348,2.7,6.2,0.436,0.463,1.0,1.5,0.676,0.9,2.5,3.4,3.3,1.3,0.1,1.8,2.8,9.3,,2015,2014-15
205.0,Iman Shumpert,24.0,CLE,SG,38.0,1.0,24.2,2.8,6.7,0.41,1.2,3.4,0.338,1.6,3.3,0.484,0.496,0.5,0.7,0.667,0.9,2.9,3.8,1.5,1.3,0.3,1.3,1.9,7.2,,2015,2014-15
206.0,Kris Humphries,29.0,WAS,PF,64.0,17.0,21.0,3.3,7.0,0.473,0.0,0.1,0.0,3.3,6.9,0.481,0.473,1.4,1.8,0.744,1.8,4.7,6.5,0.9,0.5,0.4,0.7,2.0,8.0,,2015,2014-15
207.0,Patrick Patterson,25.0,TOR,PF,81.0,4.0,26.6,3.0,6.6,0.449,1.3,3.5,0.371,1.7,3.1,0.536,0.547,0.8,1.0,0.788,1.6,3.8,5.3,1.9,0.7,0.5,0.7,1.8,8.0,,2015,2014-15
208.0,Henry Sims,24.0,PHI,C,73.0,32.0,19.2,3.3,6.9,0.474,0.1,0.3,0.182,3.2,6.6,0.488,0.478,1.5,1.9,0.774,1.7,3.3,4.9,1.1,0.5,0.4,1.4,1.8,8.0,,2015,2014-15
209.0,Jason Smith,28.0,NYK,C,82.0,31.0,21.8,3.1,7.2,0.434,0.2,0.5,0.357,3.0,6.7,0.44,0.447,1.5,1.9,0.83,1.2,2.8,4.0,1.7,0.4,0.5,1.3,2.5,8.0,,2015,2014-15
210.0,K.J. McDaniels,21.0,2TM,SG,62.0,15.0,21.8,2.8,7.0,0.396,0.7,2.4,0.287,2.1,4.6,0.454,0.446,1.6,2.1,0.752,1.0,2.2,3.2,1.2,0.7,1.1,1.7,2.0,7.9,,2015,2014-15
210.0,K.J. McDaniels,21.0,PHI,SG,52.0,15.0,25.4,3.2,8.1,0.399,0.8,2.8,0.293,2.4,5.2,0.456,0.45,1.9,2.5,0.756,1.2,2.5,3.8,1.3,0.8,1.3,2.0,2.3,9.2,,2015,2014-15
210.0,K.J. McDaniels,21.0,HOU,SG,10.0,0.0,3.3,0.5,1.5,0.333,0.0,0.3,0.0,0.5,1.2,0.417,0.333,0.1,0.2,0.5,0.1,0.4,0.5,0.2,0.0,0.2,0.1,0.5,1.1,,2015,2014-15
211.0,Marcus Thornton,27.0,2TM,SG,48.0,0.0,15.0,2.9,7.2,0.406,1.1,3.0,0.378,1.8,4.2,0.426,0.484,1.0,1.2,0.821,0.5,1.3,1.8,0.8,0.6,0.1,0.6,0.8,7.9,,2015,2014-15
211.0,Marcus Thornton,27.0,BOS,SG,39.0,0.0,16.4,3.3,7.8,0.416,1.3,3.2,0.419,1.9,4.6,0.414,0.502,1.1,1.3,0.824,0.5,1.4,1.9,0.9,0.5,0.2,0.6,0.9,8.9,,2015,2014-15
211.0,Marcus Thornton,27.0,PHO,SG,9.0,0.0,9.0,1.4,4.4,0.325,0.2,2.1,0.105,1.2,2.3,0.524,0.35,0.4,0.6,0.8,0.4,1.0,1.4,0.2,0.7,0.0,0.6,0.3,3.6,,2015,2014-15
212.0,James Johnson,27.0,TOR,PF,70.0,17.0,19.6,3.4,5.8,0.589,0.2,0.7,0.216,3.2,5.0,0.643,0.603,1.0,1.5,0.657,0.9,2.8,3.7,1.4,0.8,1.0,1.1,2.2,7.9,,2015,2014-15
213.0,David Lee,31.0,GSW,PF,49.0,4.0,18.4,3.3,6.4,0.511,0.0,0.0,0.0,3.3,6.3,0.514,0.511,1.4,2.1,0.654,1.7,3.6,5.2,1.7,0.6,0.5,1.0,1.7,7.9,,2015,2014-15
214.0,Jerryd Bayless,26.0,MIL,PG,77.0,4.0,22.3,2.9,6.7,0.426,0.5,1.6,0.308,2.4,5.1,0.462,0.462,1.6,1.8,0.883,0.3,2.5,2.7,3.0,0.8,0.2,1.7,2.1,7.8,,2015,2014-15
215.0,Andre Iguodala,31.0,GSW,SF,77.0,0.0,26.9,3.0,6.4,0.466,1.0,2.8,0.349,2.0,3.7,0.553,0.54,0.9,1.5,0.596,0.6,2.8,3.3,3.0,1.2,0.3,1.1,1.3,7.8,6MOY-4,2015,2014-15
216.0,Mike Scott,26.0,ATL,PF,68.0,0.0,16.5,3.0,6.7,0.444,1.0,2.8,0.344,2.0,3.8,0.517,0.517,0.9,1.1,0.792,0.7,2.3,2.9,1.1,0.4,0.0,0.6,1.2,7.8,,2015,2014-15
217.0,Marcus Smart,20.0,BOS,PG,67.0,38.0,27.0,2.6,7.1,0.367,1.4,4.1,0.335,1.3,3.1,0.41,0.462,1.2,1.9,0.646,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8,ROY-5,2015,2014-15
218.0,Jae Crowder,24.0,2TM,SF,82.0,17.0,20.1,2.8,6.6,0.42,0.7,2.5,0.293,2.0,4.1,0.499,0.476,1.3,1.7,0.773,0.9,2.7,3.6,1.1,0.9,0.3,0.6,1.7,7.7,,2015,2014-15
218.0,Jae Crowder,24.0,DAL,SF,25.0,0.0,10.6,1.3,3.0,0.434,0.5,1.5,0.342,0.8,1.5,0.526,0.52,0.4,0.4,0.909,0.5,0.7,1.2,0.5,0.6,0.2,0.4,1.0,3.6,,2015,2014-15
218.0,Jae Crowder,24.0,BOS,SF,57.0,17.0,24.2,3.4,8.2,0.418,0.8,3.0,0.282,2.6,5.2,0.495,0.469,1.7,2.3,0.762,1.1,3.6,4.6,1.4,1.0,0.4,0.7,1.9,9.5,,2015,2014-15
219.0,Steven Adams,21.0,OKC,C,70.0,67.0,25.3,3.1,5.7,0.544,0.0,0.0,0.0,3.1,5.7,0.547,0.544,1.5,2.9,0.502,2.8,4.6,7.5,0.9,0.5,1.2,1.4,3.2,7.7,,2015,2014-15
220.0,Rasual Butler,35.0,WAS,SF,75.0,1.0,20.1,2.9,6.9,0.422,1.2,3.1,0.387,1.7,3.8,0.45,0.51,0.7,0.9,0.791,0.4,2.3,2.6,0.8,0.4,0.3,0.6,1.3,7.7,,2015,2014-15
221.0,Beno Udrih,32.0,MEM,PG,79.0,12.0,18.9,3.1,6.4,0.487,0.3,1.2,0.268,2.8,5.2,0.539,0.513,1.1,1.3,0.853,0.3,1.6,1.8,2.8,0.6,0.1,1.1,1.1,7.7,,2015,2014-15
222.0,Norris Cole,26.0,2TM,PG,75.0,25.0,24.4,3.1,7.4,0.412,0.7,2.3,0.313,2.3,5.1,0.458,0.461,0.8,1.1,0.716,0.2,1.9,2.1,3.4,0.8,0.2,1.3,1.7,7.6,,2015,2014-15
222.0,Norris Cole,26.0,MIA,PG,47.0,23.0,24.4,2.5,6.5,0.386,0.6,2.2,0.265,1.9,4.3,0.446,0.43,0.7,1.0,0.696,0.3,2.0,2.3,3.5,0.9,0.2,1.2,1.6,6.3,,2015,2014-15
222.0,Norris Cole,26.0,NOP,PG,28.0,2.0,24.4,4.0,9.0,0.444,1.0,2.6,0.378,3.0,6.4,0.472,0.5,0.9,1.3,0.743,0.0,1.8,1.8,3.2,0.5,0.3,1.5,1.8,9.9,,2015,2014-15
223.0,J.J. Hickson,26.0,DEN,C,73.0,8.0,19.3,3.0,6.3,0.475,0.0,0.0,0.0,3.0,6.3,0.477,0.475,1.6,2.8,0.577,2.1,4.1,6.2,0.8,0.5,0.5,1.3,1.9,7.6,,2015,2014-15
224.0,Cody Zeller,22.0,CHO,C,62.0,45.0,24.0,2.8,6.0,0.461,0.0,0.0,1.0,2.8,6.0,0.46,0.462,2.0,2.6,0.774,1.6,4.3,5.8,1.6,0.5,0.8,1.0,2.5,7.6,,2015,2014-15
225.0,Tayshaun Prince,34.0,3TM,SF,58.0,16.0,24.1,3.1,6.9,0.44,0.5,1.2,0.463,2.5,5.8,0.436,0.479,0.8,1.1,0.754,0.9,2.7,3.6,1.6,0.5,0.3,0.6,0.9,7.5,,2015,2014-15
225.0,Tayshaun Prince,34.0,MEM,SF,26.0,9.0,24.2,2.9,7.0,0.41,0.6,1.3,0.455,2.3,5.8,0.4,0.451,1.0,1.2,0.833,0.8,2.4,3.2,1.4,0.3,0.2,0.6,0.8,7.3,,2015,2014-15
225.0,Tayshaun Prince,34.0,BOS,SF,9.0,0.0,22.0,3.7,6.6,0.559,0.6,0.9,0.625,3.1,5.7,0.549,0.602,0.6,0.7,0.833,0.7,2.7,3.3,2.0,0.6,0.2,0.4,0.8,8.4,,2015,2014-15
225.0,Tayshaun Prince,34.0,DET,SF,23.0,7.0,24.8,3.0,7.0,0.431,0.5,1.1,0.423,2.5,5.8,0.433,0.466,0.8,1.3,0.655,1.1,3.1,4.2,1.7,0.7,0.3,0.7,1.1,7.3,,2015,2014-15
226.0,J.J. Barea,30.0,DAL,PG,77.0,10.0,17.7,2.9,7.0,0.42,0.7,2.2,0.323,2.2,4.8,0.463,0.47,1.0,1.2,0.809,0.3,1.4,1.7,3.4,0.4,0.0,0.9,1.4,7.5,,2015,2014-15
227.0,Alan Anderson,32.0,BRK,SG,74.0,19.0,23.6,2.6,5.9,0.443,1.0,2.8,0.348,1.6,3.1,0.53,0.526,1.1,1.4,0.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4,,2015,2014-15
228.0,Ray McCallum,23.0,SAC,PG,68.0,30.0,21.1,3.0,6.9,0.438,0.5,1.6,0.306,2.5,5.3,0.479,0.474,0.8,1.2,0.679,0.8,1.9,2.6,2.8,0.7,0.2,1.3,1.4,7.4,,2015,2014-15
229.0,Donald Sloan,27.0,IND,PG,53.0,21.0,20.9,2.7,6.7,0.408,0.8,2.5,0.313,2.0,4.2,0.464,0.466,1.1,1.5,0.779,0.2,2.5,2.7,3.6,0.4,0.0,1.2,0.9,7.4,,2015,2014-15
230.0,Marvin Williams,28.0,CHO,PF,78.0,37.0,26.1,2.7,6.3,0.424,1.2,3.4,0.358,1.5,2.9,0.5,0.52,0.8,1.1,0.713,0.7,4.2,4.9,1.3,0.9,0.5,0.8,1.9,7.4,,2015,2014-15
231.0,Brandan Wright,27.0,3TM,PF,75.0,7.0,19.3,3.1,4.8,0.642,0.0,0.0,0.0,3.1,4.8,0.647,0.642,1.0,1.5,0.696,1.7,2.6,4.3,0.5,0.7,1.3,0.5,1.4,7.3,,2015,2014-15
231.0,Brandan Wright,27.0,DAL,PF,27.0,0.0,18.7,3.7,5.0,0.748,0.0,0.0,,3.7,5.0,0.748,0.748,1.3,1.8,0.75,1.9,2.2,4.1,0.4,0.6,1.6,0.5,1.6,8.8,,2015,2014-15
231.0,Brandan Wright,27.0,BOS,PF,8.0,0.0,10.8,1.5,2.6,0.571,0.0,0.0,,1.5,2.6,0.571,0.571,0.3,0.5,0.5,0.9,1.3,2.1,1.0,0.1,0.6,0.6,0.5,3.3,,2015,2014-15
231.0,Brandan Wright,27.0,PHO,PF,40.0,7.0,21.5,3.0,5.2,0.58,0.0,0.1,0.0,3.0,5.1,0.588,0.58,1.0,1.5,0.667,1.8,3.1,4.9,0.6,0.8,1.2,0.4,1.4,7.0,,2015,2014-15
232.0,Ömer Aşık,28.0,NOP,C,76.0,76.0,26.1,2.8,5.4,0.517,0.0,0.0,,2.8,5.4,0.517,0.517,1.7,3.0,0.582,3.2,6.6,9.8,0.9,0.4,0.7,1.3,1.9,7.3,,2015,2014-15
233.0,Channing Frye,31.0,ORL,PF,75.0,51.0,24.9,2.5,6.5,0.392,1.8,4.6,0.393,0.7,1.9,0.39,0.532,0.4,0.5,0.886,0.4,3.5,3.9,1.3,0.6,0.5,1.0,2.5,7.3,,2015,2014-15
234.0,Larry Sanders,26.0,MIL,C,27.0,26.0,21.7,3.2,6.4,0.5,0.0,0.0,,3.2,6.4,0.5,0.5,0.9,1.8,0.5,2.5,3.7,6.1,0.9,1.0,1.4,1.0,3.9,7.3,,2015,2014-15
235.0,Henry Walker,27.0,MIA,SF,24.0,13.0,26.2,2.4,7.0,0.345,1.9,5.5,0.341,0.5,1.5,0.361,0.479,0.6,0.8,0.778,0.3,3.1,3.4,1.2,1.0,0.4,1.0,3.2,7.3,,2015,2014-15
236.0,Quincy Pondexter,26.0,2TM,SG,75.0,30.0,23.9,2.5,6.0,0.421,1.2,3.3,0.373,1.3,2.7,0.478,0.522,0.9,1.3,0.74,0.7,1.9,2.6,1.3,0.3,0.3,0.7,2.0,7.2,,2015,2014-15
236.0,Quincy Pondexter,26.0,MEM,SG,30.0,2.0,18.0,1.6,4.5,0.356,0.6,2.4,0.233,1.0,2.1,0.5,0.419,0.7,1.0,0.7,0.7,1.2,1.9,0.9,0.2,0.2,0.3,1.6,4.5,,2015,2014-15
236.0,Quincy Pondexter,26.0,NOP,SF,45.0,28.0,27.8,3.1,6.9,0.449,1.6,3.8,0.433,1.5,3.1,0.468,0.567,1.1,1.5,0.758,0.7,2.3,3.1,1.5,0.3,0.4,0.9,2.3,9.0,,2015,2014-15
237.0,Trevor Booker,27.0,UTA,PF,79.0,5.0,19.8,2.9,5.9,0.487,0.4,1.1,0.345,2.5,4.8,0.518,0.518,1.1,1.9,0.581,1.8,3.3,5.0,1.1,0.5,0.5,1.1,1.8,7.2,,2015,2014-15
238.0,Jared Dudley,29.0,MIL,SG,72.0,22.0,23.8,2.8,5.9,0.468,1.0,2.7,0.385,1.7,3.2,0.537,0.556,0.7,0.9,0.716,0.6,2.4,3.1,1.8,1.0,0.2,0.9,1.6,7.2,,2015,2014-15
239.0,Carl Landry,31.0,SAC,PF,70.0,15.0,17.0,2.7,5.3,0.515,0.0,0.0,,2.7,5.3,0.515,0.515,1.8,2.1,0.82,1.4,2.4,3.8,0.4,0.2,0.2,0.8,1.9,7.2,,2015,2014-15
240.0,Joakim Noah,29.0,CHI,C,67.0,67.0,30.6,2.8,6.4,0.445,0.0,0.0,0.0,2.8,6.3,0.447,0.445,1.6,2.6,0.603,3.3,6.4,9.6,4.7,0.7,1.1,1.8,3.0,7.2,DPOY-12,2015,2014-15
241.0,Lance Thomas,26.0,2TM,PF,62.0,37.0,24.0,2.9,7.1,0.412,0.1,0.4,0.318,2.8,6.8,0.417,0.42,1.2,1.6,0.727,1.0,2.1,3.1,1.1,0.6,0.1,1.2,1.6,7.1,,2015,2014-15
241.0,Lance Thomas,26.0,OKC,SF,22.0,13.0,20.5,2.0,5.7,0.357,0.0,0.0,0.0,2.0,5.7,0.36,0.357,1.0,1.5,0.697,1.3,2.1,3.4,0.9,0.5,0.0,0.8,1.7,5.1,,2015,2014-15
241.0,Lance Thomas,26.0,NYK,PF,40.0,24.0,26.0,3.4,7.9,0.434,0.2,0.5,0.333,3.3,7.4,0.441,0.445,1.2,1.7,0.742,0.9,2.1,3.0,1.2,0.7,0.2,1.4,1.6,8.3,,2015,2014-15
242.0,Leandro Barbosa,32.0,GSW,SG,66.0,1.0,14.9,2.8,5.8,0.474,0.7,1.7,0.384,2.1,4.2,0.511,0.53,0.9,1.1,0.784,0.3,1.0,1.4,1.5,0.6,0.1,0.7,1.3,7.1,,2015,2014-15
